,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,track_id,index,energy_level,positivity_level
1058,Escape,Journey,Rock,Don't Stop Believin',0.127,0.5,250987,0.748,0.0,4,0.447,-9.072000000000001,1,0.0363,118.852,4,0.514,Empowering,4bHsxqR3GMrXTxEPLuK5ue,Empowering,0.0,1.0
1059,Wake Me When It's Over,Faster Pussycat,Rock,House Of Pain,0.0766,0.519,346627,0.61,6.49e-05,0,0.248,-10.255999999999998,1,0.036000000000000004,121.324,4,0.23199999999999998,Empowering,46Qy1xAr2K7rylRYwdQ6Gw,Empowering,0.0,1.0
1060,Eliminator,ZZ Top,Rock,Sharp Dressed Man - 2008 Remastered Version,0.000359,0.601,258027,0.8590000000000001,0.00124,5,0.0871,-5.263,1,0.0276,125.145,4,0.446,Urgent,1UBQ5GK8JaQjm5VbkBZY66,Urgent,1.0,-1.0
1061,Paranoid (Remastered Edition),Black Sabbath,Rock,Paranoid - Remastered Version,4.52e-05,0.415,168406,0.6579999999999999,0.000735,4,0.17600000000000002,-12.050999999999998,0,0.0696,163.015,4,0.45,,1Y373MqadDRtclJNdnUXVc,,,
1062,Back In Black,AC/DC,Rock,You Shook Me All Night Long,0.0028699999999999997,0.532,210173,0.767,0.000513,7,0.39,-5.5089999999999995,1,0.0574,127.361,4,0.755,Excited,2SiXAy7TuUkycRVbbWDEpo,Excited,2.0,2.0
1063,Dynasty (Remastered Version),KISS,Rock,I Was Made For Lovin' You,0.213,0.768,271240,0.852,7.45e-05,4,0.0723,-6.215,1,0.038,128.374,4,0.867,,2ZSCy3P1QzpJySCWA6NRIU,,,
1064,Breaking The Chains,Dokken,Rock,Breaking The Chains,0.00914,0.526,231693,0.9,0.0,4,0.27699999999999997,-4.76,0,0.0531,125.34899999999999,4,0.45799999999999996,Rowdy,2W7CvGjipq3EmHqNGN7lN9,Rowdy,2.0,1.0
1065,Cherry Pie,Warrant,Rock,Uncle Tom's Cabin,0.18600000000000003,0.633,241507,0.732,1.3699999999999998e-05,8,0.13,-6.785,1,0.0707,126.56700000000001,4,0.273,Excited,3WW3g2scq0m7ZY5JCxrdWw,Excited,2.0,2.0
1066,No More Tears (Bonus Track Version),Ozzy Osbourne,Rock,"Mama, I'm Coming Home",0.0105,0.282,251867,0.6559999999999999,0.0,8,0.0892,-6.557,1,0.0302,139.352,4,0.242,Defiant,0S3gpZzlT9Hb7CCSV2owX7,Defiant,2.0,-1.0
1067,Van Halen (Remastered),Van Halen,Rock,Runnin' With The Devil - 2015 Remastered Version,0.14800000000000002,0.47200000000000003,214960,0.9,0.000297,8,0.34,-6.406000000000001,0,0.0582,95.82600000000001,4,0.42,Rowdy,3KhF2YiNpJvGpfiCW45R6D,Rowdy,2.0,1.0
1068,Skyscraper,David Lee Roth,Rock,Just Like Paradise,0.0219,0.611,243280,0.853,0.0,2,0.6709999999999999,-4.9830000000000005,1,0.034,135.558,4,0.376,Excited,5ZY7Gug850kv4heJcWZGHM,Excited,2.0,2.0
1069,Down To Earth (Deluxe Edition),Rainbow,Rock,Since You Been Gone,0.551,0.716,197867,0.821,5.68e-06,7,0.618,-4.204,1,0.0389,120.73700000000001,4,0.9309999999999999,Upbeat,4N4guy1faBG6oseDnhjkWy,Upbeat,0.0,2.0
1070,Vixen,Vixen,Rock,Cryin',0.146,0.657,211907,0.5670000000000001,2e-05,9,0.0554,-12.870999999999999,1,0.0261,109.007,4,0.563,Empowering,1Fu3vJJwVKY7c7JnTX3Mvi,Empowering,0.0,1.0
1071,Little Queen,Heart,Rock,Barracuda,0.015,0.547,261933,0.691,0.105,4,0.14400000000000002,-13.552999999999999,0,0.0369,137.148,4,0.667,Urgent,4KfSdst7rW39C0sfhArdrz,Urgent,1.0,-1.0
1072,Crazy World,Scorpions,Rock,Wind Of Change,0.297,0.45299999999999996,313227,0.5429999999999999,0.0,0,0.0928,-10.106,1,0.0366,151.362,4,0.282,Empowering,6wjSNO6uJYlgbbfauyWhiw,Empowering,0.0,1.0
1073,Nevermind (Remastered),Nirvana,Rock,Smells Like Teen Spirit,2.8600000000000004e-05,0.516,301920,0.9059999999999999,0.000101,1,0.105,-4.525,1,0.0658,116.775,4,0.728,Rowdy,5ghIJDpPoe3CfHMGu71E6T,Rowdy,2.0,1.0
1074,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,Rock,Killing In The Name,0.0266,0.466,313573,0.833,0.0,7,0.0327,-4.215,1,0.304,88.785,4,0.6609999999999999,Rowdy,59WN2psjkt1tyaxjspN8fp,Rowdy,2.0,1.0
1075,Superunknown (Deluxe Edition),Soundgarden,Rock,Black Hole Sun,0.00020299999999999997,0.354,318587,0.825,6.95e-05,6,0.0758,-5.325,1,0.0406,105.495,4,0.16,Rowdy,2EoOZnxNgtmZaD8uUmz2nD,Rowdy,2.0,1.0
1076,Dookie,Green Day,Rock,When I Come Around,0.0175,0.531,178000,0.909,0.0,11,0.231,-4.236000000000001,1,0.034,97.546,4,0.8140000000000001,Defiant,1Dr1fXbc2IxaK1Mu8P8Khz,Defiant,2.0,-1.0
1077,Metallica,Metallica,Rock,Enter Sandman,0.00206,0.579,331573,0.8240000000000001,0.00903,6,0.059000000000000004,-8.71,0,0.03,123.331,4,0.635,Rowdy,1hKdDCpiI9mqz1jVHRKG0E,Rowdy,2.0,1.0
1078,No Need To Argue,The Cranberries,Rock,Zombie,0.0163,0.299,306411,0.613,0.00359,7,0.368,-9.012,1,0.0347,166.96,4,0.306,Brooding,2IZZqH4K02UIYg5EohpNHF,Brooding,1.0,-2.0
1079,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,Rock,Wonderwall - Remastered,0.000453,0.37200000000000005,258733,0.865,0.0,2,0.23399999999999999,-4.918,1,0.0381,174.53,4,0.478,,5wj4E6IsrVtn8IBJQOd0Cl,,,
1080,Mellow Gold,Beck,Rock,Loser,0.0341,0.66,235000,0.627,9.640000000000001e-05,6,0.385,-10.397,0,0.124,85.44,4,0.789,Rowdy,5PntSbMHC1ud6Vvl8x56qd,Rowdy,2.0,1.0
1081,Ten,Pearl Jam,Rock,Jeremy,0.0404,0.285,318227,0.846,0.0,2,0.182,-6.472,1,0.0438,108.80799999999999,4,0.287,Brooding,62nQ8UZVqR2RMvkJHkcO2o,Brooding,1.0,-2.0
1082,Blood Sugar Sex Magik (Deluxe Version),Red Hot Chili Peppers,Rock,Under The Bridge,0.0576,0.5589999999999999,264307,0.345,0.000105,4,0.141,-13.495999999999999,1,0.0459,84.581,4,0.45799999999999996,Yearning,3d9DChrdc6BOeFsbrZ3Is0,Yearning,0.0,-1.0
1083,The Colour And The Shape,Foo Fighters,Rock,Everlong,5.96e-05,0.41200000000000003,250547,0.882,0.00031,11,0.0805,-5.54,0,0.0369,158.066,4,0.35600000000000004,Defiant,5UWwZ5lm5PKu6eKsHAGxOk,Defiant,2.0,-1.0
1084,Pablo Honey [Collector's Edition],Radiohead,Rock,Creep,0.00563,0.532,235667,0.344,0.00047300000000000006,7,0.115,-13.057,1,0.035,91.834,4,0.126,Brooding,3HfB5hBU0dmBt8T0iCmH42,Brooding,1.0,-2.0
1085,Siamese Dream (2011 - Remaster),The Smashing Pumpkins,Rock,Cherub Rock,5.91e-06,0.382,298253,0.867,0.581,9,0.196,-7.426,1,0.0399,87.309,4,0.45299999999999996,Aggressive,0fIC59ZyS8ThtUF0Um6zuD,Aggressive,2.0,-2.0
1086,Nevermind (Remastered),Nirvana,Rock,Come As You Are,0.000182,0.505,218920,0.825,0.0009480000000000001,4,0.0855,-5.721,0,0.0401,119.98700000000001,4,0.541,Rowdy,4P5KoWXOxwuobLmHXLMobV,Rowdy,2.0,1.0
1087,Blood Sugar Sex Magik (Deluxe Version),Red Hot Chili Peppers,Rock,Give It Away,0.00244,0.6659999999999999,282907,0.9359999999999999,0.086,7,0.153,-9.919,1,0.0476,91.57700000000001,4,0.7759999999999999,Rowdy,0uppYCG86ajpV2hSR3dJJ0,Rowdy,2.0,1.0
1088,Weezer (Deluxe Edition),Weezer,Rock,Say It Ain't So,0.00328,0.635,256880,0.435,6.78e-06,3,0.071,-7.521,1,0.031,76.098,4,0.45899999999999996,,4YPhn26bIFm2KUkL1VLzQG,,,
1089,Blind Melon,Blind Melon,Rock,No Rain,0.619,0.389,217107,0.47600000000000003,5.0900000000000004e-05,9,0.255,-9.342,1,0.0316,148.11700000000002,4,0.5660000000000001,Empowering,6txWz9UapYHVxEd7dDIHXT,Empowering,0.0,1.0
1090,In Utero - 20th Anniversary - Deluxe Edition,Nirvana,Rock,Heart-Shaped Box,0.184,0.494,281160,0.677,0.0258,6,0.0926,-10.232999999999999,1,0.0452,101.539,4,0.316,Brooding,11LmqTE2naFULdEP94AUBa,Brooding,1.0,-2.0
1091,Ill Communication,Beastie Boys,Rock,Sabotage,0.032,0.324,178440,0.938,0.0321,6,0.0961,-7.332000000000001,0,0.102,168.13099999999997,4,0.5429999999999999,Urgent,0Puj4YlTm6xNzDDADXHMI9,Urgent,1.0,-1.0
1092,Mellon Collie And The Infinite Sadness,The Smashing Pumpkins,Rock,Bullet With Butterfly Wings,5.01e-05,0.389,257707,0.705,0.86,10,0.09,-10.331,0,0.0553,122.154,4,0.555,Brooding,1EzeXGaZdqsA4Nst1AIAL2,Brooding,1.0,-2.0
1093,Smash,The Offspring,Rock,Self Esteem,0.0204,0.488,257827,0.862,0.0,0,0.359,-7.595,1,0.0476,104.56,4,0.706,Defiant,1FkoVC85Ds3mFoK0fVqEqP,Defiant,2.0,-1.0
1094,Enema Of The State,blink-182,Rock,What's My Age Again?,0.017,0.40299999999999997,148573,0.956,7.09e-05,6,0.0893,-7.376,1,0.0732,157.70600000000002,4,0.561,Urgent,5JZcX7TTLx4l0xFIXJ3DBt,Urgent,1.0,-1.0
1095,Ten,Pearl Jam,Rock,Even Flow,0.0017800000000000001,0.39399999999999996,292581,0.9440000000000001,4.54e-06,10,0.298,-6.506,0,0.0761,105.338,4,0.265,Rowdy,6QewNVIDKdSl8Y3ycuHIei,Rowdy,2.0,1.0
1096,Thank You,Stone Temple Pilots,Rock,Plush,0.0021,0.423,310347,0.9540000000000001,0.0,7,0.177,-3.157,0,0.047,144.553,4,0.5,,2TAQ9YGehOKWDqDak5DuXc,,,
1097,Sublime (Explicit Version),Sublime,Rock,Santeria,0.0223,0.6729999999999999,183200,0.772,1.23e-06,1,0.141,-5.246,0,0.0427,90.35600000000001,4,0.585,Cool,6cJqlSO19vsfCsH1FeFI35,Cool,-1.0,-1.0
1098,Ten,Pearl Jam,Rock,Alive,0.00541,0.298,341160,0.825,1.4599999999999999e-05,2,0.44,-8.052999999999999,1,0.0408,75.592,4,0.54,Empowering,4Qbjmdlv1eZDD1u8SWe1pt,Empowering,0.0,1.0
1099,Sublime (Deluxe Edition),Sublime,Rock,What I Got,0.0149,0.79,171080,0.687,0.000319,7,0.32299999999999995,-7.571000000000001,1,0.10099999999999999,95.57799999999999,4,0.628,,7lksFyVBmmkYBTVQcxnvC3,,,
1100,Urban Hymns,The Verve,Rock,Bitter Sweet Symphony,0.0415,0.389,358427,0.889,0.0,9,0.46299999999999997,-6.546,1,0.0442,171.12099999999998,4,0.524,Empowering,5yEPxDjbbzUzyauGtnmVEC,Empowering,0.0,1.0
1101,Rubberneck,Toadies,Rock,Possum Kingdom,0.000813,0.653,309573,0.708,0.0197,9,0.0764,-9.367,1,0.0263,100.698,4,0.8909999999999999,Rowdy,56SkdBKyR2zOkjk6wVFI9s,Rowdy,2.0,1.0
1102,Out Of Time,R.E.M.,Rock,Losing My Religion,0.0943,0.7,268933,0.6859999999999999,1.93e-06,9,0.0847,-10.338,0,0.0279,125.412,4,0.815,Gritty,4d9RTWdrFLVAGhdzvqxkwn,Gritty,-1.0,-2.0
1103,"Hints, Allegations & Things Left Unsaid",Collective Soul,Rock,Shine,0.294,0.54,306040,0.423,0.0884,6,0.152,-8.799,1,0.0283,150.135,4,0.353,Empowering,1HZ3cUZUw5htSFmah1V8Ko,Empowering,0.0,1.0
1104,Temple Of The Dog (Deluxe Edition),Temple Of The Dog,Rock,Hunger Strike - 25th Anniversary Mix,0.0263,0.39,246267,0.745,1.21e-05,7,0.121,-6.474,1,0.0308,137.817,4,0.325,,3CtphwpjC0XjIVpLFvGiQR,,,
1105,Dookie,Green Day,Rock,Longview,0.00834,0.381,233240,0.732,0.0101,10,0.0854,-7.593999999999999,0,0.0536,142.504,4,0.8140000000000001,Urgent,3LRJbFT9rKoKv4aW7PuBJC,Urgent,1.0,-1.0
1106,Metallica,Metallica,Rock,Nothing Else Matters,0.0505,0.5579999999999999,388733,0.364,5.02e-06,4,0.0753,-11.258,0,0.0265,142.171,3,0.17,Brooding,3ZFwuJwUpIl0GeXsvF1ELf,Brooding,1.0,-2.0
1107,Purple,Stone Temple Pilots,Rock,Interstate Love Song,0.000552,0.214,193613,0.9470000000000001,0.00352,4,0.23800000000000002,-5.053,1,0.0507,170.61599999999999,4,0.483,Excited,1AfYo6cKm3yHsJHdmNoGO1,Excited,2.0,2.0
1108,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,Rock,Don't Look Back In Anger - Remastered,0.0596,0.33299999999999996,289559,0.922,2.05e-06,0,0.126,-4.087,1,0.0592,162.97799999999998,4,0.335,,7CVYxHq1L0Z4G84jTDS6Jl,,,
1109,Where Have All The Merrymakers Gone?,Harvey Danger,Rock,Flagpole Sitta,0.0018399999999999998,0.35100000000000003,217267,0.899,0.00011599999999999999,7,0.284,-4.119,1,0.0432,145.015,4,0.508,Rowdy,7cz70nyRXlCJOE85whEkgU,Rowdy,2.0,1.0
1110,Blur [Special Edition],Blur,Rock,Song 2 - 2012 Remastered Version,0.0017800000000000001,0.674,121160,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.9179999999999999,,1FTSo4v6BOZH9QxKc3MbVM,,,
1111,Enema Of The State,blink-182,Rock,All The Small Things,0.0122,0.439,168000,0.8909999999999999,0.0,0,0.547,-4.763999999999999,1,0.057,148.599,4,0.695,Defiant,7yCPwWs66K8Ba5lFuU2bcx,Defiant,2.0,-1.0
1112,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,Rock,Champagne Supernova - Remastered,0.47,0.28600000000000003,448438,0.7959999999999999,0.063,2,0.364,-4.625,1,0.0388,150.27200000000002,4,0.12,Empowering,40bynawzslg9U7ACq07fAj,Empowering,0.0,1.0
1113,Third Eye Blind,Third Eye Blind,Rock,Semi-Charmed Life,0.008320000000000001,0.64,268360,0.8640000000000001,0.0,7,0.12300000000000001,-6.5760000000000005,1,0.0315,102.02600000000001,4,0.7,Rowdy,42et6fnHCw1HIPSrdPprMl,Rowdy,2.0,1.0
1114,The Downward Spiral,Nine Inch Nails,Rock,Closer,0.000365,0.5589999999999999,373307,0.725,0.5529999999999999,10,0.11199999999999999,-8.631,0,0.0426,90.012,4,0.501,Aggressive,39tLc4Xp58Lu4KcWHggeE2,Aggressive,2.0,-2.0
1115,Dude Ranch,blink-182,Rock,Dammit,0.0016600000000000002,0.40700000000000003,165373,0.968,0.0,0,0.131,-5.154,1,0.10800000000000001,109.727,4,0.374,Defiant,6WkSUgo1VdpzgtiXKlFPcY,Defiant,2.0,-1.0
1116,Smash,The Offspring,Rock,Come Out and Play,0.0943,0.514,197800,0.884,1.52e-06,7,0.0654,-3.765,1,0.151,158.262,4,0.898,Rowdy,5G0vAvojJAb8np3INdsISs,Rowdy,2.0,1.0
1117,Siamese Dream (2011 - Remaster),The Smashing Pumpkins,Rock,Disarm,0.142,0.527,196920,0.418,0.775,4,0.139,-10.204,0,0.0277,129.516,4,0.218,Empowering,2lXHg7BtTNoP39AezyCSfL,Empowering,0.0,1.0
1118,MTV Unplugged In New York,Nirvana,Rock,About A Girl,0.153,0.61,217199,0.758,2.2100000000000002e-05,3,0.7140000000000001,-9.133,0,0.085,121.061,4,0.623,Gritty,48YkpE5enOln5c7jXSTuHL,Gritty,-1.0,-2.0
1119,Are You Gonna Go My Way,Lenny Kravitz,Rock,Are You Gonna Go My Way,0.00165,0.619,211933,0.67,0.0109,11,0.331,-10.319,0,0.0353,129.267,4,0.777,Defiant,45Ia1U4KtIjAPPU7Wv1Sea,Defiant,2.0,-1.0
1120,MTV Unplugged In New York,Nirvana,Rock,Where Did You Sleep Last Night,0.6679999999999999,0.5589999999999999,308307,0.565,0.000315,3,0.272,-8.533999999999999,1,0.0498,108.241,3,0.344,Gritty,6HJujxcjMmVZhd8z5EpPri,Gritty,-1.0,-2.0
1121,Sparkle And Fade,Everclear,Rock,Santa Monica,0.156,0.491,191507,0.9420000000000001,0.0,7,0.36700000000000005,-5.332999999999999,1,0.132,100.446,4,0.387,Excited,37EJtTS7jT5WUyXGZzrwnI,Excited,2.0,2.0
1122,The Bends,Radiohead,Rock,High And Dry,0.0718,0.418,257480,0.38299999999999995,0.0177,4,0.0896,-11.782,1,0.0257,87.773,4,0.35200000000000004,Brooding,5jafMI8FLibnjkYTZ33m0c,Brooding,1.0,-2.0
1123,Holiday Man,The Flys,Rock,Got You (Where I Want You),0.000405,0.47,242453,0.644,0.293,8,0.134,-6.721,1,0.0269,75.597,4,0.521,Empowering,1xpd5XqLsrQDBa81ON2kOb,Empowering,0.0,1.0
1124,Vs.,Pearl Jam,Rock,Daughter (Remastered),0.00746,0.615,234333,0.7020000000000001,0.0043100000000000005,7,0.0608,-9.686,1,0.0278,96.99,4,0.7340000000000001,Empowering,53eJFr4Mfbw5PXJ01K6cFw,Empowering,0.0,1.0
1125,Candlebox,Candlebox,Rock,Far Behind,0.00187,0.552,299733,0.645,1.38e-06,7,0.0424,-6.595,1,0.0268,89.51799999999999,4,0.588,Empowering,3mhOmh4tRKsMfnRmgZfeBm,Empowering,0.0,1.0
1126,Facelift,Alice In Chains,Rock,Man in the Box,0.00229,0.34600000000000003,284427,0.765,7.54e-06,8,0.213,-8.558,1,0.0413,106.463,4,0.644,Rowdy,6gZVQvQZOFpzIy3HblJ20F,Rowdy,2.0,1.0
1127,Frogstomp 20th Anniversary (Deluxe Edition [Remastered]),Silverchair,Rock,Tomorrow - Remastered,0.0006580000000000001,0.292,266280,0.7140000000000001,0.000109,2,0.102,-4.919,1,0.0316,151.412,3,0.462,,24tO365YW6lcZr1hN4Ukzj,,,
1128,Grace (Legacy Edition),Jeff Buckley,Rock,Hallelujah,0.9209999999999999,0.33899999999999997,413320,0.14300000000000002,0.0006360000000000001,0,0.37200000000000005,-10.78,1,0.0317,101.213,3,0.0948,Sentimental,74X1epeRufHckhuX1KFD04,Sentimental,-2.0,0.0
1129,Best Of Local H – The Island Years,Local H,Rock,Bound For The Floor,0.00011399999999999999,0.621,223213,0.495,0.00126,6,0.0592,-7.492000000000001,1,0.0618,119.20700000000001,4,0.638,Rowdy,7izsUQjOYXVWkmFvEpTakb,Rowdy,2.0,1.0
1130,Wish,The Cure,Rock,Friday I'm In Love,0.0009720000000000001,0.526,214400,0.762,0.00011599999999999999,0,0.33799999999999997,-12.437000000000001,0,0.0342,136.203,4,0.505,Empowering,263aNAQCeFSWipk896byo6,Empowering,0.0,1.0
1131,Dirt,Alice In Chains,Rock,Would?,0.000332,0.305,206773,0.8320000000000001,2.4e-05,6,0.091,-7.981,1,0.0398,100.677,4,0.585,Rowdy,5sFDReWLrZHLFZFjHsjUTS,Rowdy,2.0,1.0
1132,Superunknown,Soundgarden,Rock,Fell On Black Days,0.00164,0.604,282427,0.611,0.000349,4,0.147,-9.484,0,0.0238,101.428,3,0.5589999999999999,Brooding,2AAO0bpq6Fad0jNSekFs8G,Brooding,1.0,-2.0
1133,Sunburn,Fuel,Rock,Shimmer - Single Version,0.00236,0.479,214107,0.795,0.0,4,0.19,-6.4079999999999995,0,0.0421,114.675,4,0.43200000000000005,,74KI6d8jEM2zwOAo3luayU,,,
1134,Days Of The New,Days Of The New,Rock,"Touch, Peel And Stand",0.0543,0.573,297147,0.622,1.77e-06,11,0.295,-7.9479999999999995,1,0.033,81.667,4,0.825,Urgent,0eKCfj7xCuJNoYrLlSJe59,Urgent,1.0,-1.0
1135,Vs.,Pearl Jam,Rock,Elderly Woman Behind the Counter in a Small Town (Remastered),0.0519,0.29100000000000004,196187,0.493,9.15e-06,7,0.10099999999999999,-9.461,1,0.027999999999999997,182.032,3,0.183,Gritty,5lHgBqh9VwAAzQma55gHRY,Gritty,-1.0,-2.0
1136,OK Computer,Radiohead,Rock,Karma Police,0.0626,0.36,264067,0.505,9.22e-05,7,0.172,-9.129,1,0.026000000000000002,74.807,4,0.317,Brooding,3SVAN3BRByDmHOhKyIDxfC,Brooding,1.0,-2.0
1137,Sixteen Stone (Remastered),Bush,Rock,Machinehead,2.84e-05,0.13699999999999998,256333,0.9159999999999999,0.00403,9,0.127,-4.428999999999999,1,0.10099999999999999,178.065,3,0.19,Defiant,1Z5LCXu5Ca3sHAy6OdUrBT,Defiant,2.0,-1.0
1138,The Real Thing,Faith No More,Rock,Epic,0.0222,0.358,293653,0.893,0.0524,4,0.126,-7.486000000000001,0,0.12,174.238,4,0.262,Defiant,4ReyTz0y3TGkX48wO3Llot,Defiant,2.0,-1.0
1139,Superunknown (20th Anniversary),Soundgarden,Rock,The Day I Tried To Live,0.000174,0.47200000000000003,320107,0.7559999999999999,0.213,0,0.132,-6.075,1,0.0582,133.287,4,0.272,Defiant,4YugO7rO57FSmvj4UkyTXx,Defiant,2.0,-1.0
1140,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,The Presidents Of The United States Of America,Rock,Lump,0.00468,0.499,134200,0.873,0.0,6,0.165,-3.9019999999999997,1,0.0386,142.726,4,0.8640000000000001,Aggressive,2JdzB67NvIa90K4gEZPLeX,Aggressive,2.0,-2.0
1141,Dookie,Green Day,Rock,Welcome to Paradise,0.000241,0.37,224133,0.96,0.0116,3,0.0563,-4.162,0,0.0378,89.428,4,0.7170000000000001,Defiant,5kr3j5Clb9rjEposoMyLVt,Defiant,2.0,-1.0
1142,The Singles Collection,No Doubt,Rock,Just A Girl,0.0944,0.634,205947,0.93,0.000317,2,0.134,-2.793,1,0.055999999999999994,108.012,4,0.721,Defiant,6mfkHv00I6jhHIn7EWHJ2N,Defiant,2.0,-1.0
1143,Core,Stone Temple Pilots,Rock,Wicked Garden,1.04e-05,0.21,245280,0.945,1.59e-05,2,0.107,-4.0089999999999995,1,0.0673,154.639,4,0.37200000000000005,Defiant,278jOl7gFMJ9WMnUbGxWRe,Defiant,2.0,-1.0
1144,My Own Worst Enemy - Single,Lit,Rock,My Own Worst Enemy,0.0252,0.42700000000000005,169405,0.9520000000000001,0.0,4,0.40700000000000003,-3.383,1,0.0565,103.523,4,0.588,Defiant,39sICagGOiysHxoIBRyLLi,Defiant,2.0,-1.0
1145,Superunknown (20th Anniversary),Soundgarden,Rock,Spoonman,1.9e-05,0.27399999999999997,246920,0.9059999999999999,0.257,0,0.273,-5.587000000000001,1,0.0404,185.959,3,0.7829999999999999,Aggressive,1jMaB19DiVR8OihLSuYFOt,Aggressive,2.0,-2.0
1146,American Standard,Seven Mary Three,Rock,Cumbersome,0.00811,0.5429999999999999,236973,0.79,0.0,11,0.23800000000000002,-5.932,1,0.0358,80.923,4,0.33899999999999997,Defiant,6u1yKoh00WaoSpNp46RzKF,Defiant,2.0,-1.0
1147,Mother Love Bone,Mother Love Bone,Rock,Chloe Dancer/Crown Of Thorns,0.0894,0.353,502040,0.36200000000000004,3.3799999999999995e-05,2,0.114,-13.502,1,0.031,141.285,4,0.267,Brooding,7rBMZvgeWnOTHWUh3Pvw51,Brooding,1.0,-2.0
1148,Jar Of Flies,Alice In Chains,Rock,No Excuses,0.0206,0.527,255573,0.838,0.000662,3,0.07,-6.013,1,0.0323,117.454,4,0.721,Yearning,4PtZE0h5oyPhCtPjg3NeYQ,Yearning,0.0,-1.0
1149,Villains,The Verve Pipe,Rock,The Freshmen,0.0757,0.5710000000000001,269467,0.505,1.04e-05,1,0.109,-9.312000000000001,0,0.0238,99.56200000000001,4,0.276,Empowering,21jEuMn2lf37715rwjow2M,Empowering,0.0,1.0
1150,Mellon Collie and the Infinite Sadness (2012 - Remaster),The Smashing Pumpkins,Rock,"Tonight, Tonight",6.28e-05,0.287,254627,0.67,0.748,6,0.237,-9.381,1,0.0368,148.928,4,0.222,Yearning,4iCGSi1RonREsPtfEKYj5b,Yearning,0.0,-1.0
1151,Jar Of Flies,Alice In Chains,Rock,Nutshell,0.37,0.384,259200,0.562,0.267,3,0.0775,-10.059,0,0.0296,136.094,3,0.159,Yearning,2JuasWPUodaUxf5nwNpciQ,Yearning,0.0,-1.0
1152,As Ugly As It Gets: The Very Best Of,Ugly Kid Joe,Rock,Everything About You,0.00878,0.494,255160,0.8170000000000001,2.26e-06,1,0.0958,-8.408999999999999,1,0.0516,122.671,4,0.755,Excited,1O2ACd0zg4GYgQRhLBGYDV,Excited,2.0,2.0
1153,Alice In Chains,Alice In Chains,Rock,Heaven Beside You,0.00451,0.552,327893,0.725,0.00015800000000000002,10,0.11599999999999999,-7.09,0,0.0319,111.243,4,0.5579999999999999,Rowdy,6Yv4NG7FPTOWQmsIFnukmX,Rowdy,2.0,1.0
1154,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,The Presidents Of The United States Of America,Rock,Peaches,0.0146,0.41700000000000004,171693,0.8490000000000001,0.00038700000000000003,1,0.0673,-4.199,0,0.0481,94.26700000000001,4,0.594,Urgent,3VEFybccRTeWSZRkJxDuNR,Urgent,1.0,-1.0
1155,High/Low,Nada Surf,Rock,Popular,0.007509999999999999,0.444,220587,0.884,8.94e-05,7,0.11599999999999999,-6.104,1,0.11900000000000001,94.82,4,0.29600000000000004,Urgent,48sJGpBLqQTs0sZ2ImHJof,Urgent,1.0,-1.0
1156,Deluxe,Better Than Ezra,Rock,Good,0.00037200000000000004,0.615,185093,0.657,0.0204,7,0.132,-6.872999999999999,1,0.028999999999999998,109.95,4,0.792,Brooding,0ttHpMs250dpFkCYAnuhnE,Brooding,1.0,-2.0
1157,Let's Face It,The Mighty Mighty Bosstones,Rock,The Impression That I Get,0.0985,0.419,194760,0.945,0.0121,4,0.23,-5.406000000000001,1,0.11900000000000001,181.175,4,0.695,Excited,2F5r18ZlLUBqnt0jjhhETm,Excited,2.0,2.0
1158,Vs.,Pearl Jam,Rock,Rearviewmirror,0.006690000000000001,0.384,283707,0.958,8.78e-05,11,0.264,-6.085,0,0.062,158.575,4,0.475,Excited,4nODXdprsfdCbfUPbvxWS3,Excited,2.0,2.0
1159,Electriclarryland,Butthole Surfers,Rock,Pepper,0.00589,0.631,297267,0.804,0.00116,7,0.16,-5.492000000000001,1,0.166,79.898,4,0.6709999999999999,Urgent,1ng36571Iyov4HBxUClySn,Urgent,1.0,-1.0
1160,Nothing's Shocking,Jane's Addiction,Rock,Jane Says,0.0387,0.426,286987,0.65,3.76e-06,7,0.126,-7.747000000000001,1,0.0332,82.184,4,0.493,Empowering,7c1Dar0pIAW7w5TzaGjt9t,Empowering,0.0,1.0
1161,Personal Jesus,Depeche Mode,Rock,Personal Jesus - Original Seven Inch Version,0.0112,0.637,224907,0.682,0.0234,11,0.0473,-11.625,1,0.0366,129.983,4,0.7140000000000001,Urgent,1xShPgQbOUa98avWJQFDBY,Urgent,1.0,-1.0
1162,Fashion Nugget,Cake,Rock,The Distance,0.0095,0.456,179600,0.752,0.00145,11,0.0573,-8.121,0,0.09,183.56900000000002,4,0.897,Rowdy,0fsz7tJ7UKXT9hliLfO7aE,Rowdy,2.0,1.0
